,Name,Year,Rating,Votes
1769,The Woodsman,2004,7.2,29853.0
1770,Shrooms,2007,4.7,15009.0
1771,Vampire Hunter D: Bloodlust,2000,7.7,25876.0
1772,Amelia,2009,5.8,11070.0
1773,Bangkok Dangerous,2008,5.4,51955.0
1774,A Good Woman,2004,6.5,10563.0
1775,8 femmes,2002,7.1,26306.0
1776,The Football Factory,2004,6.9,26227.0
1777,American Outlaws,2001,6.0,12971.0
1778,Satan's Little Helper,2004,5.3,5165.0
1779,Willard,2003,6.2,16305.0
1780,Tomcats,2001,5.3,16400.0
1781,Elvira's Haunted Hills,2001,5.9,2453.0
1782,Zatôichi,2003,7.6,44044.0
1783,Flood,2007,4.8,5727.0
1784,Tart,2001,4.7,2694.0
1785,Wake Up Sid,2009,7.6,23568.0
1786,Daniel der Zauberer,2004,1.9,13631.0
1787,Glitter,2001,2.2,20469.0
1788,Gedo senki,2006,6.5,27825.0
1789,Batalla en el cielo,2005,5.6,5397.0
1790,Killing Me Softly,2002,5.5,15828.0
1791,Tetro,2009,6.9,11638.0
1792,Skinwalkers,2006,4.6,12335.0
1793,Aliens in the Attic,2009,5.4,18892.0
1794,Les anges exterminateurs,2006,5.4,2715.0
1795,Los abrazos rotos,2009,7.2,34818.0
1796,"OSS 117: Le Caire, nid d'espions",2006,7.1,15909.0
1797,Buffalo Soldiers,2001,6.8,21906.0
1798,Iris,2001,7.1,15914.0
1799,Grind,2003,6.0,11005.0
1800,Armored,2009,5.7,28094.0
1801,Die Fälscher,2007,7.6,40236.0
1802,Yi yi,2000,8.1,16120.0
1803,Chuck & Buck,2000,6.6,4918.0
1804,Angel-A,2005,7.1,29249.0
1805,First Daughter,2004,5.0,19272.0
1806,Shopgirl,2005,6.4,22449.0
1807,The Emperor's Club,2002,6.9,15529.0
1808,Nochnoy dozor,2004,6.5,49935.0
1809,La meglio gioventù,2003,8.5,18520.0
1810,Deep in the Valley,2009,4.4,2973.0
1811,Nueve reinas,2000,7.9,44458.0
1812,D-Tox,2002,5.3,21646.0
1813,The Foot Fist Way,2006,6.3,10343.0
1814,The Banger Sisters,2002,5.6,13519.0
1815,The Damned United,2009,7.6,37064.0
1816,The New Daughter,2009,5.3,13000.0
1817,Bloody Sunday,2002,7.7,21594.0
1818,Meet Dave,2008,5.0,34995.0
1819,The Adventures of Rocky & Bullwinkle,2000,4.2,17990.0
1820,Camp,2003,6.3,5343.0
1821,Highway,2002,6.3,5693.0
1822,Get Low,2009,7.1,20520.0
1823,Underdog,2007,4.8,17617.0
1824,How to Eat Fried Worms,2006,5.4,4612.0
1825,w Delta z,2007,5.7,7682.0
1826,Goya's Ghosts,2006,6.9,27404.0
1827,Spring Breakdown,2009,4.9,4188.0
1828,The Jane Austen Book Club,2007,6.8,23832.0
1829,Auftauchen,2006,5.3,476.0
1830,Jolene,2008,6.5,3727.0
1831,First Sunday,2008,4.4,8593.0
1832,Fainaru fantajî sebun adobento chirudoren,2005,7.3,52594.0
1833,Prime,2005,6.2,37596.0
1834,After Sex,2007,5.6,7522.0
1835,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,6.6,2497.0
1836,The Disappearance of Alice Creed,2009,6.7,22944.0
1837,Narc,2002,7.2,36244.0
1838,Postal,2007,4.5,21214.0
1839,Garden Party,2008,5.6,3194.0
1840,Head Over Heels,2001,5.4,12809.0
1841,The Whole Ten Yards,2004,5.5,50061.0
1842,Big Nothing,2006,6.8,27717.0
1843,Taxi 3,2003,5.8,36140.0
1844,All About the Benjamins,2002,5.8,11635.0
1845,Cold Creek Manor,2003,4.9,19695.0
1846,Hua Mulan,2009,6.8,4694.0
1847,Miss Potter,2006,7.0,25980.0
1848,Asylum,2005,6.1,4510.0
1849,Seraphim Falls,2006,6.7,27053.0
1850,The Fighting Temptations,2003,5.5,6258.0
1851,Ink,2009,7.0,19948.0
1852,Labor Pains,2009,4.8,9889.0
1853,Away from Her,2006,7.6,20220.0
1854,Cracks,2009,6.7,17556.0
1855,Max Keeble's Big Move,2001,5.4,6496.0
1856,Bait,2000,5.8,9845.0
1857,Don's Plum,2001,5.8,3661.0
1858,Women in Trouble,2009,5.8,5542.0
1859,Innocence,2004,6.9,5198.0
1860,Virgin Territory,2007,4.8,7074.0
1861,Deux frères,2004,7.1,13238.0
1862,Nordwand,2008,7.4,13156.0
1863,Trapped,2002,6.2,21329.0
1864,2001 Maniacs,2005,5.4,11135.0
1865,Boat Trip,2002,4.9,28599.0
1866,Tasogare Seibei,2002,8.1,20047.0
1867,La science des rêves,2006,7.3,65004.0
1868,Brown Sugar,2002,6.5,7763.0
1869,Wind Chill,2007,5.9,20079.0
1870,Rånarna,2003,4.9,1570.0
1871,À ma soeur!,2001,6.5,9303.0
1872,The Truth About Charlie,2002,4.8,9251.0
1873,Down,2001,4.5,3536.0
1874,Showtime,2002,5.5,56490.0
1875,Taxidermia,2006,7.0,14841.0
1876,The Business,2005,6.7,12225.0
1877,Anything Else,2003,6.4,27658.0
1878,Taxi 2,2000,6.5,46088.0
1879,One Night with the King,2006,6.3,6297.0
1880,Winter Break,2003,5.1,1141.0
1881,Tamara,2005,5.2,8972.0
1882,L'auberge espagnole,2002,7.3,37033.0
1883,Knock Knock,2007,3.1,737.0
1884,Adams æbler,2005,7.8,40575.0
1885,Heavy Metal 2000,2000,5.4,6987.0
1886,Highlander: Endgame,2000,4.6,17923.0
1887,Ladies in Lavender,2004,7.0,9606.0
1888,The Accidental Husband,2008,5.6,21433.0
1889,The Secret of Moonacre,2008,6.2,8753.0
1890,The Adventures of Pluto Nash,2002,3.8,22135.0
1891,Saving Face,2004,7.5,8772.0
1892,Corky Romano,2001,4.7,11615.0
1893,What Just Happened,2008,5.7,25104.0
1894,Nativity!,2009,6.5,5705.0
1895,Transamerica,2005,7.4,38532.0
1896,L'instinct de mort,2008,7.6,29418.0
1897,Dr. Dolittle 2,2001,4.7,38051.0
1898,A Mighty Wind,2003,7.3,23900.0
1899,Cherry Falls,2000,5.1,10961.0
1900,XX/XY,2002,6.0,2947.0
1901,Infamous,2006,7.1,15314.0
1902,Merantau,2009,6.8,8747.0
1903,Vertige,2009,5.6,6650.0
1904,Darkness,2002,5.4,17838.0
1905,Tôkyô zankoku keisatsu,2008,6.0,9946.0
1906,Running with Scissors,2006,6.2,21027.0
1907,The Woods,2006,5.7,9826.0
1908,Les triplettes de Belleville,2003,7.8,46647.0
1909,La habitación de Fermat,2007,6.7,16838.0
1910,Haeundae,2009,5.7,3297.0
1911,Fur: An Imaginary Portrait of Diane Arbus,2006,6.5,14303.0
1912,Confidence,2003,6.7,31875.0
1913,Hors de prix,2006,7.0,28477.0
1914,Keith,2008,7.5,33438.0
1915,De battre mon coeur s'est arrêté,2005,7.3,17249.0
1916,Joshua,2007,5.9,11010.0
1917,Everything Is Illuminated,2005,7.5,54120.0
1918,Honogurai mizu no soko kara,2002,6.7,27056.0
1919,Amateur Porn Star Killer,2006,4.5,1081.0
1920,Zomerhitte,2008,5.2,1345.0
1921,Astérix aux jeux olympiques,2008,5.1,23985.0
1922,Hallam Foe,2007,7.0,11693.0
1923,Soul Men,2008,6.5,9656.0
1924,Annapolis,2006,5.8,19164.0
1925,Trade,2007,7.4,15895.0
1926,After School Special,2003,4.8,5642.0
1927,Fast Food Nation,2006,6.3,22249.0
1928,Flicka,2006,6.2,6789.0
1929,The Breed,2006,5.1,11244.0
1930,A Guide to Recognizing Your Saints,2006,7.0,23596.0
1931,The Long Weekend,2005,5.3,7310.0
1932,Sylvia,2003,6.3,9686.0
1933,Saving Grace,2000,6.9,16501.0
1934,Observe and Report,2009,5.8,56010.0
1935,Politiki kouzina,2003,7.6,11651.0
1936,The Thaw,2009,5.2,10374.0
1937,Human Nature,2001,6.4,16447.0
1938,Boy A,2007,7.6,35270.0
1939,The Weight of Water,2000,5.9,8334.0
1940,Fido,2006,6.7,26736.0
1941,Over Her Dead Body,2008,5.2,22695.0
1942,La misma luna,2007,7.4,6067.0
1943,Find Me Guilty,2006,7.1,30490.0
1944,Horsemen,2009,5.6,20210.0
1945,Joyeux Noël,2005,7.8,24684.0
1946,Rocket Science,2007,6.7,12364.0
1947,The Anniversary Party,2001,6.3,7729.0
1948,Russkiy kovcheg,2002,7.4,16632.0
1949,My Dog Skip,2000,7.1,17987.0
1950,Tiptoes,2003,4.6,3987.0
1951,Psycho Beach Party,2000,6.3,5003.0
1952,Gabriel,2007,5.6,13108.0
1953,Powder Blue,2009,6.3,13225.0
1954,Frequently Asked Questions About Time Travel,2009,7.1,29600.0
1955,Another Gay Movie,2006,5.0,8323.0
1956,The Chumscrubber,2005,7.0,17058.0
1957,Sleuth,2007,6.5,28339.0
1958,Abominable,2006,5.1,3609.0
1959,SM-rechter,2009,6.7,1068.0
1960,Paparazzi,2004,5.8,13923.0
1961,Personal Effects,2009,6.3,7743.0
1962,Naissance des pieuvres,2007,6.7,7759.0
1963,Saam gaang yi,2004,7.0,17343.0
1964,I Capture the Castle,2003,7.1,6357.0
1965,Imagine That,2009,5.6,11971.0
1966,Dancing at the Blue Iguana,2000,5.8,3424.0
1967,Far Cry,2008,3.1,12276.0
1968,"Surfer, Dude",2008,4.7,7906.0
1969,Silk,2007,5.9,10301.0
1970,The Shipping News,2001,6.8,30438.0
1971,Deathwatch,2002,6.0,9739.0
1972,Birthday Girl,2001,6.1,22966.0
1973,Amusement,2008,5.0,10290.0
1974,Fred Claus,2007,5.6,35584.0
1975,Eight Crazy Nights,2002,5.3,19795.0
1976,White Noise,2005,5.5,44638.0
1977,Stage Beauty,2004,7.2,9376.0
1978,Hollywood Homicide,2003,5.3,33634.0
1979,Undertow,2004,6.7,7852.0
1980,Fallo!,2003,5.2,2002.0
1981,St Trinian's 2: The Legend of Fritton's Gold,2009,5.4,7151.0
1982,Man of the House,2005,5.4,21364.0
1983,Abandon,2002,4.9,8602.0
1984,Ek Hasina Thi,2004,7.6,5058.0
1985,I Can Do Bad All by Myself,2009,4.3,8938.0
1986,Mutant Chronicles,2008,5.2,24672.0
1987,Last Resort,2000,7.3,1560.0
1988,Auto Focus,2002,6.6,12214.0
1989,Ninja,2009,5.5,10920.0
1990,The Black Knight Returns,2009,1.5,308.0
1991,The Butterfly Effect 2,2006,4.5,31881.0
1992,Duplex,2003,5.9,50834.0
1993,The Namesake,2006,7.5,17813.0
1994,Deck the Halls,2006,4.9,19183.0
1995,P,2005,5.2,850.0
1996,Shorts,2009,4.8,6042.0
1997,Luther,2003,6.6,13870.0
1998,Bones,2001,4.1,6027.0
1999,Material Girls,2006,3.9,20506.0
2000,The Poker House,2008,6.4,4584.0
2001,A Prairie Home Companion,2006,6.8,20737.0
2002,Calvaire,2004,6.2,10555.0
2003,Maria Full of Grace,2004,7.5,32312.0
2004,The Crow: Wicked Prayer,2005,3.0,7612.0
2005,Someone Like You...,2001,6.1,21821.0
2006,Veer-Zaara,2004,7.9,43181.0
2007,Ne te retourne pas,2009,5.9,5870.0
2008,Plane Dead,2007,5.2,8540.0
2009,XXY,2007,7.1,11848.0
2010,Tôkyô goddofâzâzu,2003,7.9,24641.0
2011,Wasabi,2001,6.7,33294.0
2012,Mirrormask,2005,6.9,21420.0
2013,The Comebacks,2007,4.2,10519.0
2014,Nothing Is Private,2007,7.0,10940.0
2015,The Canyon,2009,5.9,3669.0
2016,Paranoid Park,2007,6.7,27006.0
2017,Modigliani,2004,7.4,9684.0
2018,Blind Dating,2006,6.1,10985.0
2019,Gentlemen Broncos,2009,6.2,10070.0
2020,Kal Ho Naa Ho,2003,8.0,55318.0
2021,School for Scoundrels,2006,5.9,27731.0
2022,Dracula 3000,2004,2.1,5559.0
2023,Latter Days,2003,7.1,15860.0
2024,Poultrygeist: Night of the Chicken Dead,2006,6.2,6915.0
2025,Combien tu m'aimes?,2005,5.7,5940.0
2026,Eichmann,2007,5.9,2747.0
2027,Hell Ride,2008,5.1,14826.0
2028,Redline,2009,7.5,8489.0
2029,Adulthood,2008,6.7,10969.0
2030,Boudica,2003,5.4,1041.0
2031,Amer,2009,6.3,4982.0
2032,Unknown,2006,6.5,27741.0
2033,My Little Eye,2002,5.6,10972.0
2034,This Christmas,2007,6.2,7373.0
2035,Pusher II,2004,7.4,16111.0
2036,One Night at McCool's,2001,6.1,27138.0
2037,Ginger Snaps 2: Unleashed,2004,6.5,11407.0
2038,Gurotesuku,2009,4.7,5136.0
2039,The Flock,2007,5.7,10438.0
2040,Blinkende lygter,2000,7.7,17055.0
2041,The Big Bounce,2004,4.9,16844.0
2042,Hanging Up,2000,4.8,11041.0
2043,Samâ uôzu,2009,7.5,21340.0
2044,Aruitemo aruitemo,2008,8.0,9965.0
2045,The Other Side of Heaven,2001,6.5,3616.0
2046,Stop-Loss,2008,6.5,18783.0
2047,In Hell,2003,6.3,16997.0
2048,Nothing Personal,2009,7.1,4157.0
2049,Miracle at St. Anna,2008,6.0,16797.0
2050,My Boss's Daughter,2003,4.7,26244.0
2051,Om Shanti Om,2007,6.7,33781.0
2052,100 Girls,2000,5.9,19569.0
2053,Evening,2007,6.5,12413.0
2054,Gongdong gyeongbi guyeok JSA,2000,7.9,22553.0
2055,The Order,2003,5.2,16039.0
2056,Antares,2004,6.3,2382.0
2057,Tape,2001,7.3,17292.0
2058,The Last Station,2009,7.0,16588.0
2059,Slackers,2002,5.3,13083.0
2060,Dhoom:2,2006,6.5,20522.0
2061,A Mighty Heart,2007,6.7,25486.0
2062,Winter Passing,2005,6.4,7736.0
2063,Man of the Year,2006,6.2,29859.0
2064,Universal Soldier: Regeneration,2009,5.2,23389.0
2065,Frozen River,2008,7.2,23166.0
2066,Our Lips Are Sealed,2000,5.1,4040.0
2067,Strange Wilderness,2008,5.3,19820.0
2068,Bamboozled,2000,6.5,9324.0
2069,Little Manhattan,2005,7.6,20738.0
2070,The Jungle Book 2,2003,5.4,13245.0
2071,Redline,2007,4.0,8280.0
2072,Dance Flick,2009,3.5,10867.0
2073,Roger Dodger,2002,7.0,16123.0
2074,Gangster No. 1,2000,6.8,12033.0
2075,Are We Done Yet?,2007,4.1,17550.0
2076,Pretty Persuasion,2005,6.6,9323.0
2077,Post Grad,2009,5.3,12839.0
2078,Pledge This!,2006,1.9,16239.0
2079,Organize Isler,2005,7.4,23591.0
2080,My Life in Ruins,2009,5.9,16864.0
2081,The Dead Girl,2006,6.7,13558.0
2082,She Hate Me,2004,5.3,6780.0
2083,Barbershop 2: Back in Business,2004,5.7,12968.0
2084,Racing Stripes,2005,5.2,14200.0
2085,The Broken Hearts Club: A Romantic Comedy,2000,7.0,6593.0
2086,Final Fantasy: The Spirits Within,2001,6.4,76985.0
2087,Lovers Lane,2000,3.9,903.0
2088,Les rivières pourpres 2 - Les anges de l'apocalypse,2004,5.9,17859.0
2089,Surviving Christmas,2004,5.4,19763.0
2090,Wendy and Lucy,2008,7.1,14279.0
2091,Tillsammans,2000,7.5,19025.0
2092,The Cottage,2008,6.1,11011.0
2093,Sheitan,2006,5.7,7669.0
2094,Dreamer: Inspired by a True Story,2005,6.9,11099.0
2095,Down to Earth,2001,5.4,20268.0
2096,Hula Gods,2005,6.4,86.0
2097,The Art of War,2000,5.7,26981.0
2098,A Love Song for Bobby Long,2004,7.2,23597.0
2099,Cassandra's Dream,2007,6.7,47372.0
2100,Johnson Family Vacation,2004,4.4,6586.0
2101,Innocence,2004,7.6,32646.0
2102,Closing the Ring,2007,6.6,4093.0
2103,Werckmeister harmóniák,2000,8.2,10675.0
2104,Martian Child,2007,6.8,18923.0
2105,Afterwards,2008,5.9,3469.0
2106,The Forsaken,2001,5.3,7794.0
2107,A Guy Thing,2003,5.6,15502.0
2108,I Think I Love My Wife,2007,5.5,15692.0
2109,D-War,2007,3.6,22482.0
2110,Rugrats in Paris: The Movie - Rugrats II,2000,6.2,9610.0
2111,En la cama,2005,6.3,2894.0
2112,Mentiras y gordas,2009,3.8,2033.0
2113,The United States of Leland,2003,7.1,21536.0
2114,My One and Only,2009,6.6,7871.0
2115,Fritt vilt,2006,6.3,15516.0
2116,Rab Ne Bana Di Jodi,2008,7.2,38681.0
2117,Dostana,2008,6.5,12350.0
2118,Catch That Kid,2004,5.2,8864.0
2119,The In-Laws,2003,5.7,15079.0
2120,Made,2001,6.4,15924.0
2121,Ted Bundy,2002,5.9,6464.0
2122,Supercross,2005,4.1,4173.0
2123,Mini's First Time,2006,5.9,7649.0
2124,Chocolate: Deep Dark Secrets,2005,4.8,1706.0
2125,Red Road,2006,6.8,11093.0
2126,Efter brylluppet,2006,7.8,28699.0
2127,Khosla Ka Ghosla!,2006,8.3,18675.0
2128,Outpost,2008,5.9,15123.0
2129,The Grey Zone,2001,7.1,9501.0
2130,Descent,2007,4.8,2747.0
2131,Choses secrètes,2002,6.1,4113.0
2132,Escanaba in da Moonlight,2001,6.5,1569.0
2133,Love and Other Disasters,2006,6.2,12744.0
2134,Paper Soldiers,2002,5.6,1024.0
2135,Dirty Deeds,2005,5.8,7960.0
2136,Chaos Theory,2008,6.7,29864.0
2137,The Ice Harvest,2005,6.3,21917.0
2138,Below,2002,6.2,19424.0
2139,Swing Vote,2008,6.1,16401.0
2140,Max Manus,2008,7.3,24354.0
2141,The World Unseen,2007,6.6,3331.0
2142,Homo Erectus,2007,3.5,1530.0
2143,Blood and Chocolate,2007,5.5,16383.0
2144,.45,2006,5.7,7687.0
2145,Say It Isn't So,2001,4.9,11985.0
2146,Beauty and the Beast,2009,3.2,1528.0
2147,Five Children and It,2004,5.6,4564.0
2148,Clockstoppers,2002,5.2,12376.0
2149,Ripley's Game,2002,6.6,16035.0
2150,Hamlet,2000,6.0,8598.0
2151,Maelström,2000,7.1,4091.0
2152,Che: Part Two,2008,6.9,29978.0
2153,Alatriste,2006,6.1,11282.0
2154,The Beautiful Ordinary,2007,6.0,2901.0
2155,Boogie Woogie,2009,5.2,3306.0
2156,Boot Camp,2008,5.9,7985.0
2157,Unaccompanied Minors,2006,5.1,9335.0
2158,Flash of Genius,2008,7.0,15536.0
2159,Ma mère,2004,5.1,5606.0
2160,Sidewalks of New York,2001,6.5,6064.0
2161,Ondine,2009,6.8,18529.0
2162,Me and Orson Welles,2008,6.8,10078.0
2163,Beyond Re-Animator,2003,5.9,9788.0
2164,My Mom's New Boyfriend,2008,5.3,10241.0
2165,Forever Strong,2008,7.2,9632.0
2166,Knockaround Guys,2001,6.1,21008.0
2167,Flawless,2007,6.8,21243.0
2168,Bad Biology,2008,4.8,3558.0
2169,The Seeker: The Dark Is Rising,2007,4.8,14025.0
2170,Code inconnu: Récit incomplet de divers voyages,2000,7.2,10126.0
2171,LD 50 Lethal Dose,2003,4.2,847.0
2172,Dread,2009,5.7,11032.0
2173,The In Crowd,2000,4.6,3943.0
2174,Johan Falk: GSI - Gruppen för särskilda insatser,2009,6.9,2983.0
2175,I Am David,2003,7.3,6785.0
2176,Dirty Love,2005,3.5,6323.0
2177,"Swades: We, the People",2004,8.3,71489.0
2178,Johnny Gaddaar,2007,7.9,9546.0
2179,Dorm Daze,2003,4.6,7255.0
2180,Biker Boyz,2003,4.6,11839.0
2181,The Last Mimzy,2007,6.3,19894.0
2182,City Island,2009,7.4,28890.0
2183,It's All Gone Pete Tong,2004,7.4,18080.0
2184,Snow Angels,2007,6.9,11639.0
2185,Sennen joyû,2001,7.9,18535.0
2186,The Family That Preys,2008,5.4,6311.0
2187,Margot at the Wedding,2007,6.1,18034.0
2188,Revanche,2008,7.6,12517.0
2189,Kabhi Alvida Naa Kehna,2006,6.1,16227.0
2190,Moonlight Mile,2002,6.7,12753.0
2191,Last Chance Harvey,2008,6.7,19243.0
2192,Life or Something Like It,2002,5.8,21435.0
2193,The Children,2008,6.0,15836.0
2194,Cleaner,2007,6.1,35054.0
2195,George Washington,2000,7.4,7028.0
2196,The Signal,2007,6.1,19337.0
2197,Sex,2003,5.3,280.0
2198,The Ladies Man,2000,5.2,11558.0
2199,Sherrybaby,2006,6.6,10915.0
2200,Dream Boy,2008,6.1,3468.0
2201,Charlotte Gray,2001,6.4,9800.0
2202,Evelyn,2002,7.0,5850.0
2203,Domestic Disturbance,2001,5.5,22889.0
2204,The Slammin' Salmon,2009,6.5,11975.0
2205,Piano no mori,2007,7.1,1289.0
2206,The Million Dollar Hotel,2000,5.9,19612.0
2207,Civil Brand,2002,5.3,620.0
2208,The Human Contract,2008,5.2,1791.0
2209,The Ten,2007,5.0,15827.0
2210,Entre les murs,2008,7.5,31747.0
2211,The Lucky Ones,2008,7.0,12630.0
2212,Ben & Arthur,2002,2.2,7247.0
2213,Mum & Dad,2008,5.9,5312.0
2214,Millions,2004,6.9,23315.0
2215,Death Note: The Last Name,2006,7.3,14033.0
2216,Deliver Us from Eva,2003,6.1,5872.0
2217,The Musketeer,2001,4.7,13448.0
2218,Doghouse,2009,6.1,19815.0
2219,Better Luck Tomorrow,2002,7.1,8489.0
2220,Here on Earth,2000,5.1,7839.0
2221,Monsoon Wedding,2001,7.4,21623.0
2222,Heaven,2002,7.1,21847.0
2223,Down to You,2000,4.9,13297.0
2224,Desert Flower,2009,7.4,10701.0
2225,The Grudge 3,2009,4.8,15052.0
2226,Arthur et la vengeance de Maltazard,2009,5.3,6774.0
2227,"Kumo no mukô, yakusoku no basho",2004,7.1,10896.0
2228,Boarding Gate,2007,5.1,3095.0
2229,Frágiles,2005,6.1,14338.0
2230,Fugitive Pieces,2007,7.1,2080.0
2231,Donkey Punch,2008,5.2,10045.0
2232,December Boys,2007,6.6,11173.0
2233,Giallo,2009,4.4,4676.0
2234,The Ramen Girl,2008,6.3,8080.0
2235,Valiant,2005,5.6,18285.0
2236,100 Feet,2008,5.5,11289.0
2237,Liberty Stands Still,2002,5.8,6869.0
2238,The Shape of Things,2003,6.7,10317.0
2239,Gulaal,2009,8.1,11821.0
2240,Boogeyman 2,2007,5.2,7173.0
2241,When Will I Be Loved,2004,4.5,3064.0
2242,Daddy Day Camp,2007,3.0,13748.0
2243,Let's Go to Prison,2006,6.0,21422.0
2244,Cook Off!,2007,4.0,651.0
2245,Ballistic: Ecks vs. Sever,2002,3.6,17815.0
2246,The Death and Life of Bobby Z,2007,5.9,13112.0
2247,Half Past Dead,2002,4.6,13364.0
2248,Så som i himmelen,2004,7.6,14922.0
2249,What's the Worst That Could Happen?,2001,5.5,13758.0
2250,"War, Inc.",2008,5.7,20706.0
2251,Franklyn,2008,6.2,15930.0
2252,Eating Out: All You Can Eat,2009,5.9,2724.0
2253,Thunderpants,2002,3.6,4945.0
2254,Today's Special,2009,6.6,5578.0
2255,American Virgin,2009,4.3,7156.0
2256,The Hunting Party,2007,6.9,23348.0
2257,Malevolence,2003,5.1,2618.0
2258,Man-Thing,2005,4.0,5402.0
2259,Fast Track,2006,5.5,16065.0
2260,The Burrowers,2008,5.8,6754.0
2261,The Great Ecstasy of Robert Carmichael,2005,5.0,1138.0
2262,Incendiary,2008,5.9,7873.0
2263,Naboer,2005,6.5,8030.0
2264,Foolproof,2003,6.5,8853.0
2265,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,2007,6.8,4181.0
2266,Battle in Seattle,2007,6.7,13595.0
2267,Agent Cody Banks 2: Destination London,2004,4.5,12626.0
2268,The Man Who Cried,2000,6.2,13373.0
2269,The Good German,2006,6.1,22812.0
2270,Redbelt,2008,6.8,19576.0
2271,Cypher,2002,6.8,28652.0
2272,Sonny,2002,5.7,3777.0
2273,The Firm,2009,5.8,5070.0
2274,El crimen del Padre Amaro,2002,6.8,11979.0
2275,The Limits of Control,2009,6.3,17706.0
2276,Bless the Child,2000,5.1,13045.0
2277,The Return,2006,4.8,10976.0
2278,Gardens of the Night,2008,6.9,3963.0
2279,Bin-jip,2004,8.1,43711.0
2280,Poolhall Junkies,2002,7.0,9123.0
2281,Veronica Guerin,2003,6.9,17652.0
2282,Flashbacks of a Fool,2008,6.8,11198.0
2283,Der rote Baron,2008,6.4,10794.0
2284,The Gymnast,2006,6.5,1905.0
2285,Ginger Snaps Back: The Beginning,2004,5.9,9105.0
2286,Chi bi: Jue zhan tian xia,2009,7.6,21120.0
2287,Le conseguenze dell'amore,2004,7.6,12794.0
2288,P.S.,2004,6.2,5676.0
2289,Palindromes,2004,6.8,11410.0
2290,Little Black Book,2004,5.3,16328.0
2291,Ssa-i-bo-geu-ji-man-gwen-chan-a,2006,7.1,20634.0
2292,Destricted,2006,4.6,2318.0
2293,Auf der anderen Seite,2007,7.8,28339.0
2294,City by the Sea,2002,6.1,22867.0
2295,From Within,2008,5.7,6409.0
2296,JCVD,2008,7.2,35661.0
2297,Copying Beethoven,2006,6.8,12063.0
2298,Transylmania,2009,3.9,2434.0
2299,Nathalie...,2003,6.4,4171.0
2300,Chak De! India,2007,8.2,63428.0
2301,House of D,2004,7.0,8204.0
2302,Fierce People,2005,6.6,5938.0
2303,Welcome to Mooseport,2004,5.2,11435.0
2304,Double Down,2005,4.4,1660.0
2305,A Little Trip to Heaven,2005,6.0,4298.0
2306,Fireflies in the Garden,2008,6.5,11684.0
2307,Texas Rangers,2001,5.2,5087.0
2308,Drowning Mona,2000,5.6,12465.0
2309,Red Riding Hood,2006,3.2,975.0
2310,Kurbaan,2009,5.7,4083.0
2311,Pooh's Heffalump Movie,2005,6.4,5232.0
2312,Big Monster on Campus,2000,4.7,515.0
2313,The Great Buck Howard,2008,6.5,12731.0
2314,2:37,2006,6.9,6645.0
2315,Sukkar banat,2007,7.1,11090.0
2316,Happy Endings,2005,6.4,8544.0
2317,Train,2008,4.8,5281.0
2318,Kaminey,2009,7.4,14740.0
2319,Next Day Air,2009,5.9,9690.0
2320,Creation,2009,6.7,12702.0
2321,Bandslam,2009,6.4,12927.0
2322,Head in the Clouds,2004,6.6,13583.0
2323,Uzak,2002,7.7,15106.0
2324,Somersault,2004,6.8,6838.0
2325,Bambi II,2006,6.2,7858.0
2326,Gokudô kyôfu dai-gekijô: Gozu,2003,7.0,9984.0
2327,Amen.,2002,7.3,12282.0
2328,Blood: The Last Vampire,2009,5.3,13810.0
2329,Cecil B. DeMented,2000,6.2,12306.0
2330,Primeval,2007,4.8,11969.0
2331,Sex and Breakfast,2007,4.9,3986.0
2332,Goal II: Living the Dream,2007,5.9,28965.0
2333,De-Lovely,2004,6.6,10269.0
2334,Le concert,2009,7.6,16315.0
2335,Tannöd,2009,5.7,802.0
2336,"Bon Cop, Bad Cop",2006,6.9,10779.0
2337,Love Don't Cost a Thing,2003,5.2,7317.0
2338,The Air I Breathe,2007,6.9,32580.0
2339,Thumbsucker,2005,6.6,19829.0
2340,Trainwreck: My Life as an Idiot,2007,5.6,2488.0
2341,Citizen Toxie: The Toxic Avenger IV,2000,6.3,4602.0
2342,Then She Found Me,2007,6.0,9162.0
2343,Impostor,2001,6.2,21358.0
2344,How to Draw a Perfect Circle,2009,5.6,618.0
